Date,Open,High,Low,Close,Adj Close,Volume
2020-09-06,0.000000,0.000000,0.000000,0.000000,0.000000,1138150
2020-09-07,0.000000,0.000000,0.000000,0.000000,0.000000,416641
2020-09-08,0.000000,0.000000,0.000000,0.000000,0.000000,320484
2020-09-09,0.000000,0.000000,0.000000,0.000000,0.000000,219460
2020-09-10,0.000000,0.000000,0.000000,0.000000,0.000000,48211
2020-09-11,0.000000,0.000000,0.000000,0.000000,0.000000,5801
2020-09-12,0.000000,0.000000,0.000000,0.000000,0.000000,53483
2020-09-13,0.000000,0.000000,0.000000,0.000000,0.000000,51249
2020-09-14,0.000000,0.000000,0.000000,0.000000,0.000000,64808
2020-09-15,0.000000,0.000000,0.000000,0.000000,0.000000,31586
2020-09-16,0.000000,0.000000,0.000000,0.000000,0.000000,7421
2020-09-17,0.000000,0.000000,0.000000,0.000000,0.000000,95715
2020-09-18,0.000000,0.000000,0.000000,0.000000,0.000000,21315
2020-09-19,0.000000,0.000000,0.000000,0.000000,0.000000,262645
2020-09-20,0.000000,0.000000,0.000000,0.000000,0.000000,205595
2020-09-21,0.000000,0.000000,0.000000,0.000000,0.000000,138379
2020-09-22,0.000000,0.000000,0.000000,0.000000,0.000000,34412
2020-09-23,0.000000,0.000000,0.000000,0.000000,0.000000,37224
2020-09-24,0.000000,0.000000,0.000000,0.000000,0.000000,12683
2020-09-25,0.000000,0.000000,0.000000,0.000000,0.000000,15182
2020-09-26,0.000000,0.000000,0.000000,0.000000,0.000000,18320
2020-09-27,0.000000,0.000000,0.000000,0.000000,0.000000,175280
2020-09-28,0.000000,0.000000,0.000000,0.000000,0.000000,47234
2020-09-29,0.000000,0.000000,0.000000,0.000000,0.000000,18414
2020-09-30,0.000000,0.000000,0.000000,0.000000,0.000000,37652
2020-10-01,0.000000,0.000000,0.000000,0.000000,0.000000,22333
2020-10-02,0.000000,0.000000,0.000000,0.000000,0.000000,656127
2020-10-03,0.000000,0.000000,0.000000,0.000000,0.000000,664649
2020-10-04,0.000000,0.000000,0.000000,0.000000,0.000000,674792
2020-10-05,0.000000,0.000000,0.000000,0.000000,0.000000,192137
2020-10-06,0.000000,0.000000,0.000000,0.000000,0.000000,289446
2020-10-07,0.000000,0.000000,0.000000,0.000000,0.000000,373030
2020-10-08,0.000000,0.000000,0.000000,0.000000,0.000000,54802
2020-10-09,0.000000,0.000000,0.000000,0.000000,0.000000,87328
2020-10-10,0.000000,0.000000,0.000000,0.000000,0.000000,22183
2020-10-11,0.000000,0.000000,0.000000,0.000000,0.000000,756
2020-10-12,0.000000,0.000000,0.000000,0.000000,0.000000,7985
2020-10-13,0.000000,0.000000,0.000000,0.000000,0.000000,89106
2020-10-14,0.000000,0.000000,0.000000,0.000000,0.000000,3887
2020-10-15,0.000000,0.000000,0.000000,0.000000,0.000000,1865
2020-10-16,0.000000,0.000000,0.000000,0.000000,0.000000,13157
2020-10-17,0.000000,0.000000,0.000000,0.000000,0.000000,3276
2020-10-18,0.000000,0.000000,0.000000,0.000000,0.000000,276
2020-10-19,0.000000,0.000000,0.000000,0.000000,0.000000,4240
2020-10-20,0.000000,0.000000,0.000000,0.000000,0.000000,37792
2020-10-21,0.000000,0.000000,0.000000,0.000000,0.000000,39404
2020-10-22,0.000000,0.000000,0.000000,0.000000,0.000000,2099
2020-10-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-26,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-27,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-28,0.000000,0.000000,0.000000,0.000000,0.000000,34102
2020-10-29,0.000000,0.000000,0.000000,0.000000,0.000000,998
2020-10-30,0.000000,0.000000,0.000000,0.000000,0.000000,6241
2020-10-31,0.000000,0.000000,0.000000,0.000000,0.000000,12750
2020-11-01,0.000000,0.000000,0.000000,0.000000,0.000000,72
2020-11-02,0.000000,0.000000,0.000000,0.000000,0.000000,49293
2020-11-03,0.000000,0.000000,0.000000,0.000000,0.000000,32050
2020-11-04,0.000000,0.000000,0.000000,0.000000,0.000000,2670
2020-11-05,0.000000,0.000000,0.000000,0.000000,0.000000,14749
2020-11-06,0.000000,0.000000,0.000000,0.000000,0.000000,808
2020-11-07,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-08,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-09,0.000000,0.000000,0.000000,0.000000,0.000000,4572
2020-11-10,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-11,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-12,0.000000,0.000000,0.000000,0.000000,0.000000,102913
2020-11-13,0.000000,0.000000,0.000000,0.000000,0.000000,53118
2020-11-14,0.000000,0.000000,0.000000,0.000000,0.000000,10169
2020-11-15,0.000000,0.000000,0.000000,0.000000,0.000000,729
2020-11-16,0.000000,0.000000,0.000000,0.000000,0.000000,2715
2020-11-17,0.000000,0.000000,0.000000,0.000000,0.000000,639
2020-11-18,0.000000,0.000000,0.000000,0.000000,0.000000,676
2020-11-19,0.000000,0.000000,0.000000,0.000000,0.000000,143
2020-11-20,0.000000,0.000000,0.000000,0.000000,0.000000,11700
2020-11-21,0.000000,0.000000,0.000000,0.000000,0.000000,4435
2020-11-22,0.000000,0.000000,0.000000,0.000000,0.000000,6174
2020-11-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-26,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-27,0.000000,0.000000,0.000000,0.000000,0.000000,650
2020-11-28,0.000000,0.000000,0.000000,0.000000,0.000000,102088
2020-11-29,0.000000,0.000000,0.000000,0.000000,0.000000,572
2020-11-30,0.000000,0.000000,0.000000,0.000000,0.000000,11423
2020-12-01,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-02,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-03,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-04,0.000000,0.000000,0.000000,0.000000,0.000000,2687
2020-12-05,0.000000,0.000000,0.000000,0.000000,0.000000,873
2020-12-06,0.000000,0.000000,0.000000,0.000000,0.000000,468
2020-12-07,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-08,0.000000,0.000000,0.000000,0.000000,0.000000,1474
2020-12-09,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-10,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-11,0.000000,0.000000,0.000000,0.000000,0.000000,5240
2020-12-12,0.000000,0.000000,0.000000,0.000000,0.000000,440
2020-12-13,0.000000,0.000000,0.000000,0.000000,0.000000,1527
2020-12-14,0.000000,0.000000,0.000000,0.000000,0.000000,25472
2020-12-15,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-16,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-17,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-18,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-19,0.000000,0.000000,0.000000,0.000000,0.000000,988
2020-12-20,0.000000,0.000000,0.000000,0.000000,0.000000,242
2020-12-21,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-22,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-26,0.000000,0.000000,0.000000,0.000000,0.000000,669
2020-12-27,0.000000,0.000000,0.000000,0.000000,0.000000,15672
2020-12-28,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-29,0.000000,0.000000,0.000000,0.000000,0.000000,8744
2020-12-30,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-31,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-01,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-02,0.000000,0.000000,0.000000,0.000000,0.000000,5668
2021-01-03,0.000000,0.000000,0.000000,0.000000,0.000000,140
2021-01-04,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-05,0.000000,0.000000,0.000000,0.000000,0.000000,1281
2021-01-06,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-07,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-08,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-09,0.000000,0.000000,0.000000,0.000000,0.000000,14772
2021-01-10,0.000000,0.000000,0.000000,0.000000,0.000000,14852
2021-01-11,0.000000,0.000000,0.000000,0.000000,0.000000,4884
2021-01-12,0.000000,0.000000,0.000000,0.000000,0.000000,9142
2021-01-13,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-14,0.000000,0.000000,0.000000,0.000000,0.000000,45247
2021-01-15,0.000000,0.000000,0.000000,0.000000,0.000000,45555
2021-01-16,0.000000,0.000000,0.000000,0.000000,0.000000,89644
2021-01-17,0.000000,0.000000,0.000000,0.000000,0.000000,3481
2021-01-18,0.000000,0.000000,0.000000,0.000000,0.000000,3269
2021-01-19,0.000000,0.000000,0.000000,0.000000,0.000000,572
2021-01-20,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-21,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-22,0.000000,0.000000,0.000000,0.000000,0.000000,3778
2021-01-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-24,0.000000,0.000000,0.000000,0.000000,0.000000,10
2021-01-25,0.000000,0.000000,0.000000,0.000000,0.000000,34492
2021-01-26,0.000000,0.000000,0.000000,0.000000,0.000000,9660
2021-01-27,0.000000,0.000000,0.000000,0.000000,0.000000,2793
2021-01-28,0.000000,0.000000,0.000000,0.000000,0.000000,973
2021-01-29,0.000000,0.000000,0.000000,0.000000,0.000000,38162
2021-01-30,0.000000,0.000001,0.000000,0.000001,0.000001,416220208
2021-01-31,0.000001,0.000006,0.000000,0.000002,0.000002,1744146137
2021-02-01,0.000002,0.000003,0.000001,0.000001,0.000001,1364799690
2021-02-02,0.000001,0.000001,0.000001,0.000001,0.000001,405389331
2021-02-03,0.000001,0.000001,0.000001,0.000001,0.000001,195418775
2021-02-04,0.000001,0.000001,0.000001,0.000001,0.000001,131673044
2021-02-05,0.000001,0.000001,0.000001,0.000001,0.000001,94525960
2021-02-06,0.000001,0.000001,0.000001,0.000001,0.000001,43336602
2021-02-07,0.000001,0.000001,0.000000,0.000001,0.000001,96519654
2021-02-08,0.000001,0.000001,0.000001,0.000001,0.000001,445849169
2021-02-09,0.000001,0.000001,0.000001,0.000001,0.000001,83305590
2021-02-10,0.000001,0.000001,0.000001,0.000001,0.000001,67982981
2021-02-11,0.000001,0.000001,0.000001,0.000001,0.000001,40772132
2021-02-12,0.000001,0.000001,0.000001,0.000001,0.000001,28218615
2021-02-13,0.000001,0.000001,0.000001,0.000001,0.000001,18087463
2021-02-14,0.000001,0.000001,0.000001,0.000001,0.000001,25802073
2021-02-15,0.000001,0.000001,0.000001,0.000001,0.000001,13579012
2021-02-16,0.000001,0.000001,0.000001,0.000001,0.000001,18494175
2021-02-17,0.000001,0.000001,0.000001,0.000001,0.000001,9820077
2021-02-18,0.000001,0.000001,0.000001,0.000001,0.000001,6176972
2021-02-19,0.000001,0.000001,0.000001,0.000001,0.000001,7625880
2021-02-20,0.000001,0.000001,0.000001,0.000001,0.000001,18863348
2021-02-21,0.000001,0.000001,0.000001,0.000001,0.000001,9047341
2021-02-22,0.000001,0.000001,0.000001,0.000001,0.000001,7462732
2021-02-23,0.000001,0.000001,0.000000,0.000001,0.000001,2473606
2021-02-24,0.000001,0.000001,0.000001,0.000001,0.000001,3980605
2021-02-25,0.000001,0.000001,0.000001,0.000001,0.000001,2316659
2021-02-26,0.000001,0.000001,0.000001,0.000001,0.000001,10837478
2021-02-27,0.000001,0.000001,0.000001,0.000001,0.000001,35472766
2021-02-28,0.000001,0.000001,0.000001,0.000001,0.000001,282408755
2021-03-01,0.000001,0.000001,0.000001,0.000001,0.000001,72658489
2021-03-02,0.000001,0.000001,0.000001,0.000001,0.000001,38714544
2021-03-03,0.000001,0.000001,0.000001,0.000001,0.000001,104194108
2021-03-04,0.000001,0.000002,0.000001,0.000002,0.000002,256160097
2021-03-05,0.000002,0.000002,0.000001,0.000001,0.000001,154264581
2021-03-06,0.000001,0.000001,0.000001,0.000001,0.000001,35117368
2021-03-07,0.000001,0.000001,0.000001,0.000001,0.000001,44434903
2021-03-08,0.000001,0.000001,0.000001,0.000001,0.000001,40013749
2021-03-09,0.000001,0.000002,0.000001,0.000001,0.000001,52781826
2021-03-10,0.000001,0.000001,0.000001,0.000001,0.000001,22608004
2021-03-11,0.000001,0.000001,0.000001,0.000001,0.000001,27456103
2021-03-12,0.000001,0.000001,0.000001,0.000001,0.000001,34546069
2021-03-13,0.000001,0.000002,0.000001,0.000001,0.000001,93303556
2021-03-14,0.000001,0.000006,0.000001,0.000004,0.000004,16497628
2021-03-15,0.000004,0.000007,0.000004,0.000007,0.000007,838963651
2021-03-16,0.000007,0.000007,0.000004,0.000004,0.000004,406790162
2021-03-17,0.000004,0.000006,0.000004,0.000005,0.000005,233709476
2021-03-18,0.000005,0.000005,0.000004,0.000005,0.000005,103449058
2021-03-19,0.000005,0.000006,0.000004,0.000004,0.000004,173641684
2021-03-20,0.000004,0.000005,0.000004,0.000004,0.000004,84464231
2021-03-21,0.000004,0.000005,0.000004,0.000004,0.000004,132739720
2021-03-22,0.000004,0.000004,0.000003,0.000004,0.000004,103181965
2021-03-23,0.000004,0.000004,0.000003,0.000003,0.000003,65401197
2021-03-24,0.000003,0.000004,0.000003,0.000004,0.000004,39158811
2021-03-25,0.000004,0.000004,0.000003,0.000003,0.000003,43741009
2021-03-26,0.000003,0.000004,0.000003,0.000003,0.000003,52331165
2021-03-27,0.000003,0.000003,0.000003,0.000003,0.000003,37299160
2021-03-28,0.000003,0.000004,0.000003,0.000004,0.000004,82849216
2021-03-29,0.000004,0.000005,0.000004,0.000004,0.000004,170429317
2021-03-30,0.000004,0.000005,0.000004,0.000004,0.000004,69141911
2021-03-31,0.000004,0.000004,0.000004,0.000004,0.000004,74869123
2021-04-01,0.000004,0.000004,0.000004,0.000004,0.000004,90734087
2021-04-02,0.000004,0.000004,0.000003,0.000004,0.000004,91944192
2021-04-03,0.000004,0.000004,0.000003,0.000004,0.000004,59597839
2021-04-04,0.000004,0.000004,0.000003,0.000003,0.000003,92771689
2021-04-05,0.000003,0.000004,0.000003,0.000004,0.000004,85131857
2021-04-06,0.000004,0.000004,0.000004,0.000004,0.000004,95129478
2021-04-07,0.000004,0.000004,0.000004,0.000004,0.000004,62177007
2021-04-08,0.000004,0.000004,0.000004,0.000004,0.000004,25250618
2021-04-09,0.000004,0.000005,0.000004,0.000005,0.000005,45598301
2021-04-10,0.000005,0.000006,0.000004,0.000006,0.000006,95117560
2021-04-11,0.000006,0.000009,0.000006,0.000008,0.000008,522778088
2021-04-12,0.000008,0.000016,0.000007,0.000013,0.000013,1316987177
2021-04-13,0.000014,0.000016,0.000011,0.000012,0.000012,1000970817
2021-04-14,0.000012,0.000014,0.000010,0.000013,0.000013,476352619
2021-04-15,0.000013,0.000022,0.000012,0.000019,0.000019,1099856590
2021-04-16,0.000019,0.000074,0.000019,0.000051,0.000051,12056146489
2021-04-17,0.000051,0.000224,0.000050,0.000148,0.000148,34356950445
2021-04-18,0.000148,0.000156,0.000091,0.000140,0.000140,10643457564
2021-04-19,0.000140,0.000278,0.000135,0.000277,0.000277,31779839235
2021-04-20,0.000278,0.000312,0.000130,0.000188,0.000188,39693094113
2021-04-21,0.000188,0.000207,0.000072,0.000097,0.000097,21939995532
2021-04-22,0.000097,0.000145,0.000091,0.000120,0.000120,14592012367
2021-04-23,0.000120,0.000131,0.000084,0.000091,0.000091,11305239205
2021-04-24,0.000091,0.000119,0.000088,0.000102,0.000102,6266139106
2021-04-25,0.000102,0.000107,0.000084,0.000098,0.000098,6779931865
2021-04-26,0.000098,0.000104,0.000087,0.000088,0.000088,7674648648
2021-04-27,0.000088,0.000092,0.000057,0.000073,0.000073,7645126520
2021-04-28,0.000073,0.000115,0.000065,0.000110,0.000110,10380656202
2021-04-29,0.000110,0.000113,0.000096,0.000104,0.000104,7142242900
2021-04-30,0.000104,0.000162,0.000102,0.000150,0.000150,9908966767
2021-05-01,0.000150,0.000152,0.000130,0.000141,0.000141,6846070692
2021-05-02,0.000141,0.000142,0.000119,0.000121,0.000121,4419928076
2021-05-03,0.000122,0.000134,0.000115,0.000117,0.000117,2995601380
2021-05-04,0.000117,0.000143,0.000111,0.000123,0.000123,4722003294
2021-05-05,0.000123,0.000136,0.000122,0.000126,0.000126,3475457099
2021-05-06,0.000126,0.000128,0.000109,0.000113,0.000113,2017553003
2021-05-07,0.000113,0.000228,0.000103,0.000204,0.000204,26923883301
2021-05-08,0.000205,0.001390,0.000205,0.001157,0.001157,448427388336
2021-05-09,0.001160,0.001429,0.000903,0.001145,0.001145,452315155352
2021-05-10,0.001145,0.002852,0.001017,0.002575,0.002575,1436678276980
2021-05-11,0.002550,0.002787,0.002049,0.002247,0.002247,714963023322
2021-05-12,0.002233,0.002309,0.001308,0.001308,0.001308,539383666535
2021-05-13,0.001333,0.001730,0.001140,0.001542,0.001542,505266624656
2021-05-14,0.001542,0.001630,0.001342,0.001356,0.001356,213213223290
2021-05-15,0.001352,0.001386,0.001104,0.001141,0.001141,191102601396
2021-05-16,0.001137,0.001431,0.000917,0.001297,0.001297,236357543978
2021-05-17,0.001304,0.001317,0.001036,0.001208,0.001208,253962174899
2021-05-18,0.001209,0.001313,0.001119,0.001143,0.001143,127485023849
2021-05-19,0.001143,0.001154,0.000470,0.000675,0.000675,239518563278
2021-05-20,0.000669,0.000886,0.000588,0.000708,0.000708,183135599264
2021-05-21,0.000708,0.000757,0.000480,0.000596,0.000596,112815258453
2021-05-22,0.000600,0.000713,0.000492,0.000607,0.000607,89672905836
2021-05-23,0.000615,0.000700,0.000508,0.000593,0.000593,115564766883
2021-05-24,0.000591,0.000871,0.000565,0.000774,0.000774,158758934715
2021-05-25,0.000776,0.000811,0.000640,0.000683,0.000683,103044105156
2021-05-26,0.000683,0.000762,0.000667,0.000692,0.000692,72274542800
2021-05-27,0.000691,0.000692,0.000620,0.000638,0.000638,49396158911
2021-05-28,0.000640,0.000643,0.000546,0.000572,0.000572,50002594223
2021-05-29,0.000573,0.000594,0.000530,0.000571,0.000571,36355029775
2021-05-30,0.000573,0.000587,0.000547,0.000568,0.000568,31923321329
2021-05-31,0.000569,0.000721,0.000558,0.000673,0.000673,65985193563
2021-06-01,0.000673,0.000686,0.000607,0.000643,0.000643,57961927642
2021-06-02,0.000643,0.000761,0.000626,0.000689,0.000689,86885546956
2021-06-03,0.000689,0.000756,0.000679,0.000717,0.000717,61487486372
2021-06-04,0.000717,0.000719,0.000607,0.000642,0.000642,59715177861
2021-06-05,0.000642,0.000665,0.000593,0.000615,0.000615,37016854831
2021-06-06,0.000615,0.000628,0.000609,0.000623,0.000623,26208055488
2021-06-07,0.000622,0.000636,0.000549,0.000562,0.000562,34199249412
2021-06-08,0.000563,0.000573,0.000462,0.000528,0.000528,57996263439
2021-06-09,0.000524,0.000554,0.000500,0.000539,0.000539,39905058864
2021-06-10,0.000539,0.000541,0.000497,0.000499,0.000499,30678293731
2021-06-11,0.000499,0.000503,0.000441,0.000455,0.000455,29454278507
2021-06-12,0.000455,0.000478,0.000408,0.000460,0.000460,44100680836
2021-06-13,0.000461,0.000519,0.000444,0.000503,0.000503,35140714162
2021-06-14,0.000501,0.000526,0.000489,0.000512,0.000512,35436242625
2021-06-15,0.000518,0.000715,0.000513,0.000529,0.000529,34074308585
2021-06-16,0.000662,0.000677,0.000602,0.000613,0.000613,84709096804
2021-06-17,0.000614,0.000627,0.000572,0.000591,0.000591,47959606112
2021-06-18,0.000591,0.000592,0.000519,0.000538,0.000538,41571504656
2021-06-19,0.000538,0.000626,0.000535,0.000565,0.000565,59330972933
2021-06-20,0.000566,0.000599,0.000529,0.000578,0.000578,47818813863
2021-06-21,0.000578,0.000581,0.000451,0.000461,0.000461,53309550495
2021-06-22,0.000460,0.000519,0.000417,0.000471,0.000471,59377889742
2021-06-23,0.000471,0.000526,0.000454,0.000507,0.000507,39961863492
2021-06-24,0.000509,0.000547,0.000487,0.000535,0.000535,27772557661
2021-06-25,0.000534,0.000614,0.000499,0.000524,0.000524,60055670921
2021-06-26,0.000525,0.000559,0.000513,0.000555,0.000555,37552467376
2021-06-27,0.000556,0.000583,0.000540,0.000583,0.000583,27366867556
2021-06-28,0.000583,0.000609,0.000563,0.000598,0.000598,38007714341
2021-06-29,0.000600,0.000712,0.000597,0.000657,0.000657,77997573583
2021-06-30,0.000660,0.000684,0.000596,0.000657,0.000657,57608265580
2021-07-01,0.000656,0.000656,0.000607,0.000622,0.000622,35213796375
2021-07-02,0.000621,0.000629,0.000603,0.000623,0.000623,26097053274
2021-07-03,0.000622,0.000655,0.000618,0.000644,0.000644,28836496027
2021-07-04,0.000644,0.000666,0.000630,0.000649,0.000649,28481147176
2021-07-05,0.000650,0.000650,0.000609,0.000619,0.000619,30804940608
2021-07-06,0.000620,0.000689,0.000619,0.000653,0.000653,51982614251
2021-07-07,0.000653,0.000668,0.000639,0.000640,0.000640,29946074204
2021-07-08,0.000640,0.000640,0.000583,0.000599,0.000599,34508032901
2021-07-09,0.000599,0.000604,0.000576,0.000589,0.000589,24579616380
2021-07-10,0.000589,0.000603,0.000561,0.000571,0.000571,22921744122
2021-07-11,0.000571,0.000594,0.000565,0.000586,0.000586,22268621003
2021-07-12,0.000586,0.000595,0.000546,0.000564,0.000564,27463685751
2021-07-13,0.000564,0.000566,0.000526,0.000531,0.000531,23458445800
2021-07-14,0.000532,0.000562,0.000501,0.000538,0.000538,29460571101
2021-07-15,0.000538,0.000548,0.000507,0.000514,0.000514,24190328369
2021-07-16,0.000515,0.000522,0.000489,0.000495,0.000495,20279561389
2021-07-17,0.000494,0.000526,0.000490,0.000507,0.000507,20024471296
2021-07-18,0.000508,0.000523,0.000493,0.000496,0.000496,18536203077
2021-07-19,0.000496,0.000498,0.000456,0.000463,0.000463,22569362720
2021-07-20,0.000463,0.000467,0.000428,0.000438,0.000438,23845438773
2021-07-21,0.000438,0.000517,0.000431,0.000486,0.000486,31753478586
2021-07-22,0.000487,0.000495,0.000473,0.000482,0.000482,20897654556
2021-07-23,0.000481,0.000498,0.000456,0.000482,0.000482,21436878424
2021-07-24,0.000482,0.000496,0.000471,0.000479,0.000479,22825965574
2021-07-25,0.000479,0.000486,0.000459,0.000473,0.000473,18920294101
2021-07-26,0.000473,0.000514,0.000464,0.000470,0.000470,37015455667
2021-07-27,0.000469,0.000477,0.000449,0.000470,0.000470,19032310254
2021-07-28,0.000471,0.000473,0.000458,0.000460,0.000460,16879720716
2021-07-29,0.000460,0.000483,0.000453,0.000466,0.000466,18042404968
2021-07-30,0.000467,0.000476,0.000455,0.000468,0.000468,17152951483
2021-07-31,0.000467,0.000469,0.000461,0.000465,0.000465,14792876897
2021-08-01,0.000464,0.000499,0.000462,0.000470,0.000470,23176743967
2021-08-02,0.000469,0.000478,0.000462,0.000471,0.000471,17321152732
2021-08-03,0.000471,0.000475,0.000456,0.000457,0.000457,14791800341
2021-08-04,0.000459,0.000469,0.000453,0.000463,0.000463,15193536653
2021-08-05,0.000462,0.000464,0.000453,0.000460,0.000460,16590473489
2021-08-06,0.000460,0.000477,0.000455,0.000468,0.000468,18450845636
2021-08-07,0.000468,0.000585,0.000467,0.000579,0.000579,54480563177
2021-08-08,0.000579,0.000654,0.000539,0.000542,0.000542,68786101682
2021-08-09,0.000542,0.000585,0.000527,0.000570,0.000570,38220972856
2021-08-10,0.000568,0.000588,0.000545,0.000563,0.000563,26661537391
2021-08-11,0.000563,0.000614,0.000562,0.000577,0.000577,42015366313
2021-08-12,0.000577,0.000609,0.000554,0.000566,0.000566,33213601056
2021-08-13,0.000567,0.000606,0.000566,0.000603,0.000603,30096894610
2021-08-14,0.000603,0.000635,0.000583,0.000603,0.000603,47009807057
2021-08-15,0.000603,0.000649,0.000583,0.000636,0.000636,37950050609
2021-08-16,0.000635,0.000702,0.000622,0.000671,0.000671,74334540654
2021-08-17,0.000670,0.000694,0.000595,0.000600,0.000600,48729462975
2021-08-18,0.000599,0.000619,0.000579,0.000596,0.000596,36408711614
2021-08-19,0.000595,0.000620,0.000585,0.000620,0.000620,26708359650
2021-08-20,0.000621,0.000639,0.000613,0.000630,0.000630,26801295233
2021-08-21,0.000631,0.000632,0.000604,0.000605,0.000605,23366992935
2021-08-22,0.000605,0.000627,0.000599,0.000612,0.000612,21747092760
2021-08-23,0.000610,0.000626,0.000603,0.000608,0.000608,24248694907
2021-08-24,0.000608,0.000609,0.000546,0.000555,0.000555,29211607290
2021-08-25,0.000556,0.000573,0.000533,0.000556,0.000556,25083960980
